sample_key,case_id,suggested_method,proposed_new_category,reason
47,book2_r1\020.json,描述性统计量\分散程度测度,,题目要求计算给定样本的方差（s²）和标准差，这属于描述性统计量中衡量数据离散程度的指标。方差和标准差是最典型的分散程度测度，完全符合'分散程度测度'这一二级类目的定义（包括方差、标准差、变异系数、MAD、IQR等）。
48,book2_r1\020.json,描述性统计量\分散程度测度,,"该问题要求计算样本的标准差（standard deviation），标准差是衡量数据离散程度的经典描述性统计量，直接属于""分散程度测度""二级类目，该类目明确包括方差、标准差、变异系数等指标的计算。"
49,book2_r1\021.json,描述性统计量\分散程度测度,,问题要求计算50家公司R&D支出百分比的样本方差（sample variance），样本方差是衡量数据离散程度的经典描述性统计量，完全符合'分散程度测度'的定义，即'用单个或少量指标概括数据离散程度的问题，包括方差、标准差、变异系数、MAD、IQR等'。
50,book2_r1\021.json,描述性统计量\分散程度测度,,问题要求计算50家公司R&D支出百分比的样本标准差（sample standard deviation），这是一个典型的描述性统计量中衡量数据离散程度的指标，属于'分散程度测度'二级类目。
53,book2_r1\022.json,描述性统计量\分布范围测度,,该问题要求计算落在 x̄ ± s 区间内的数据比例，即确定一个由均值和标准差定义的参考区间（reference interval）的经验覆盖率。'分布范围测度'的定义明确包含'参考区间'等描述数据覆盖区间范围的问题，而计算数据在该区间内的覆盖比例正属于此范畴。该问题的核心不是计算离散程度指标本身（非'分散程度测度'），也不是计算分位数（非'分位数/百分位数'），而是度量给定区间对数据的覆盖范围，与经验法则（Empirical Rule）/ Chebyshev 不等式的验证直接对应，归入'分布范围测度'最为贴切。
54,book2_r1\022.json,描述性统计量\分布范围测度,,本题要求计算数据落在 x̄ ± 2s 区间内的比例，本质上是确定一个以均值为中心、以标准差为单位的覆盖区间，并计算该区间的数据覆盖率（与经验法则/切比雪夫定理对比）。'分布范围测度'的定义明确包含'覆盖区间范围'和'参考区间'，x̄ ± 2s 正是一种典型的参考区间，计算其中包含的数据比例属于描述数据在该覆盖区间内的分布范围特征，因此该二级类目最为贴切。
55,book2_r1\022.json,描述性统计量\分布范围测度,,本题要求计算落在 x̄ ± 3s 区间内的数据比例，本质上是确定一个以均值为中心、以标准差倍数为半径的覆盖区间（参考区间），并统计该区间对数据的覆盖率。这属于描述数据取值覆盖范围的问题，与'分布范围测度'定义中的'参考区间'直接对应。该问题并非计算离散指标本身（非'分散程度测度'），也不是可视化或假设检验，而是通过经验规则/切比雪夫定理思路衡量数据在特定区间内的覆盖程度，归入'分布范围测度'最为贴切。
57,book2_r1\023.json,描述性统计量\分散程度测度,,该问题要求计算R&D百分比数据的极差（range），并将其与标准差通过切比雪夫规则和经验规则进行关联，以判断标准差计算是否合理。核心统计任务是利用极差和标准差这两个离散程度指标来概括数据的分散程度，并通过经验规则（约range/4≈s）和切比雪夫规则来验证标准差的合理性。虽然涉及极差（属于分布范围测度），但问题的核心目的是评估标准差这一分散程度指标的合理性，整体属于对数据离散程度的概括与判断，最贴切的类目是'分散程度测度'。
58,book2_r1\023.json,描述性统计量\分散程度测度,,该问题的核心是判断标准差（一种分散程度测度）的计算值 3.92 是否合理。具体方法是利用切比雪夫规则和经验规则，结合数据的极差（范围），推算标准差应落在的合理区间（例如经验规则下 s ≈ range/4），再与计算值进行对比。问题始终围绕标准差这一离散程度指标的合理性展开，属于'用单个或少量指标概括数据离散程度'的范畴，与'分散程度测度'二级类目（包括方差、标准差、变异系数、MAD、IQR 等）直接对应。
61,book2_r1\024.json,数学计算\事件发生概率及独立性,,该问题假设电池寿命服从正态分布（均值60，标准差10），需要计算P(X<40)的概率。这是一个根据分布假设计算事件发生概率的经典问题，利用经验法则或z-score查正态分布表求解，属于'事件发生概率及独立性'类目中'根据概率规则、分布假设计算事件概率'的范畴。
62,book2_r1\024.json,假设检验与区间估计\均值检验,,该问题的核心是：已知总体标准差和分布形态（钟形/正态），对制造商声称的总体均值（60个月）是否成立进行推断。具体做法是基于单个观测值（37个月）计算 z-score = (37−60)/10 = −2.3，利用经验法则判断该观测值在声称均值下出现的概率极低，从而对均值声明提出质疑。这本质上是单样本均值检验的非正式版本——比较观测数据与声称的总体均值是否一致，属于'比较一个总体均值是否等于某给定值'的问题，与'均值检验'的定义高度吻合。
65,book2_r1\026.json,数据预处理\标准化,,题目要求计算某个观测值的样本 z-score，即 z = (x - x̄) / s，这是典型的 z-score 标准化操作，将原始数据转换为以均值为中心、以标准差为单位的标准化值。这正好对应'数据预处理'下的'标准化'二级类目，该类目明确包含'z-score 标准化'。
66,book2_r1\027.json,数据可视化\连续型变量分布,,题目要求对50个处理时间（连续变量）绘制箱线图（box plot），箱线图是展示单个连续变量分布形态、集中趋势和离散程度的经典图形，完全符合'数据可视化 > 连续型变量分布'的定义。
68,book2_r1\027.json,数据预处理\异常值处理,,题目明确要求在数据集中识别异常值（outliers），这正是'异常值处理'二级类目的核心任务。该类目定义为'在数据预处理阶段，识别、修正、截尾或删除异常观测的问题，包括箱线图规则、z-score等'，与本题通过箱线图规则（IQR方法）或其他准则识别处理时间中的离群点完全吻合。
70,book2_r1\029.json,数据预处理\标准化,,该问题要求根据给定的均值和标准差计算某个观测值的z-score，即 z = (x - μ) / σ。z-score计算的本质是将原始数据转换为标准化分数，属于'标准化'类目中明确提到的'z-score标准化'，目的是将个体数值放在参考分布的尺度上进行比较。因此最合适的二级类目是'数据预处理'下的'标准化'。
71,book2_r1\029.json,数据预处理\异常值处理,,该问题的核心任务是计算 z-score 并据此判断该女性的薪资是否相对于男性薪资分布属于异常值（outlier）。在现有 taxonomy 中，'异常值处理'的定义明确包含'识别异常观测'并将 z-score 列为典型方法之一。虽然该问题的业务背景是薪酬歧视判断而非传统数据清洗，但其统计方法本质——通过 z-score 量化偏离程度并判定是否为离群点——与'异常值处理'类目高度吻合。相比之下，'标准化'侧重于使不同变量可比，不涉及异常点判定；描述性统计量类目也不包含异常识别的判断逻辑。因此'异常值处理'是最贴切的二级类目。
73,book2_r1\030.json,数据可视化\连续型-连续型变量关系,,问题要求使用散点图展示两个连续变量（number of factors 和 length of stay）之间的关系。这正是'数据可视化'下'连续型-连续型变量关系'二级类目的定义范畴，该类目明确包括散点图（scatterplot）作为展示两个连续变量之间关联、趋势或函数关系的典型形式。
74,book2_r1\031.json,数据可视化\时间变化趋势,,该问题的核心是在时间序列图（time series plot）和直方图（histogram）两种可视化方式之间做出选择，判断哪种图形能更好地指导对下一个弹簧伸长量的预测。其关键在于认识到时间序列图能够展示指标随生产顺序（时间）变化的轨迹与趋势（如趋势漂移、过程偏移等），而直方图丢弃了时间维度信息。'时间变化趋势'类目的定义为'展示一个或多个指标随时间变化轨迹或趋势的问题'，恰好对应本题对时间序列图优越性的讨论——正是因为时间序列图保留了时序信息、揭示了生产过程中可能存在的趋势或变化模式，才使其比直方图更适合用于预测下一个观测值。
78,book2_r1\033.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别报告结果中的潜在失真与误导。具体而言，25%的比例来源于仅8个样本中的2个，样本量极小导致比例具有误导性，属于典型的统计谬误与偏差识别问题（小样本下比例的误导性呈现、选择偏差等）。这与'统计谬误与偏差识别'二级类目的定义——'识别和解释统计分析中常见的谬误、偏差或误用的问题'——高度吻合。
79,book2_r1\033.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别报告中统计结果的潜在扭曲和误导性。报告用百分比(33%和67%)来呈现数据，但实际上只有3个样本，这属于典型的统计误用/谬误——用百分比掩盖极小样本量，造成数据代表性的假象。问题的核心是识别统计分析中的偏差和误导性表述，属于'统计谬误与偏差识别'类目。
80,book2_r1\033.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别报告结果中的潜在扭曲和误导。报告称'50%的多次被停学的中学生被停学三次以上'，但实际上只有两个学生被停学，其中一个被停学三次以上。这是典型的统计谬误问题：用百分比来描述极小样本量（n=2）的结果，造成误导性印象，属于统计结果的误用和偏差识别范畴。
83,book2_r1\034.json,数学计算\概率空间相关（如状态数）,,"该问题的核心任务是枚举抛两枚硬币实验的所有样本点（HH, HT, TH, TT），即确定样本空间的结构与大小。树形图只是可视化展示手段，本质上属于基于概率空间结构列举所有可能状态/配置的问题。'概率空间相关（如状态数）'的定义明确涵盖了'基于概率空间结构计算样本空间大小、可能状态数或可能配置数的问题'，与本题高度吻合。"
92,book2_r1\038.json,数学计算\事件发生概率及独立性,,该问题要求根据已知的样本点概率，计算复合事件（竞争相关或生产力相关）的概率，即将两个互斥事件的概率相加。这属于基于概率规则计算事件发生概率的问题，对应'事件发生概率及独立性'二级类目。
93,book2_r1\038.json,数学计算\事件发生概率及独立性,,该问题要求计算'社会责任不是多元化培训主要原因'这一事件的概率，即对已知事件概率取补事件概率（1 - P(SR)）。这属于根据概率规则计算事件概率的问题，直接对应'事件发生概率及独立性'这一二级类目。
94,book2_r1\039.json,数学计算\事件发生概率及独立性,,该问题要求在4个投资项目中随机选2个，计算至少选中一个成功项目的概率。这是一个经典的概率计算问题，涉及超几何分布或组合概率计算（从4个中选2个，其中2个成功2个失败，求至少1个成功的概率），属于根据概率规则计算事件发生概率的范畴，对应'事件发生概率及独立性'这一二级类目。
96,book2_r1\041.json,数学计算\概率空间相关（如状态数）,,"该问题要求从20个ventures中选择5个的不同样本数，即计算组合数C(20,5)。这属于基于组合数学计算样本空间大小、可能状态数或可能配置数的问题，与'概率空间相关（如状态数）'二级类目的定义完全吻合，该类目明确包括'排列组合、抽样结果数'等。"
99,book2_r1\042.json,数学计算\事件发生概率及独立性,,该问题要求根据概率规则（加法公式）计算两个事件的并集概率 P(A∪B) 和交集概率 P(A∩B)，属于基于概率规则计算事件概率的典型问题，完全符合'事件发生概率及独立性'这一二级类目的定义。
100,book2_r1\043.json,数学计算\事件发生概率及独立性,,本题要求根据双向列联表（two-way table）中各单元格的百分比，通过对相应行或列求和来计算边际概率 P(A) 和 P(B)。这属于'根据列联结构计算事件概率'的典型问题。'事件发生概率及独立性'的定义明确包含'根据概率规则、分布假设或列联结构计算事件概率'，与本题完全吻合。本题并非研究两个分类变量之间的关联模式（关联分析-contingency table），而是纯粹的概率计算，因此归入数学计算下的'事件发生概率及独立性'最为贴切。
101,book2_r1\043.json,数学计算\事件发生概率及独立性,,该问题要求根据二维列联表（two-way table）中各单元格的百分比，利用概率加法规则计算 P(A ∪ B) = P(A) + P(B) − P(A ∩ B)。这属于'根据概率规则、列联结构计算事件概率'的典型问题，与'事件发生概率及独立性'二级类目的定义完全吻合。
102,book2_r1\043.json,数学计算\事件发生概率及独立性,,"该问题要求根据二维列联表中的联合百分比，计算两个事件A和B的交集概率P(A ∩ B)。这属于基于概率规则和列联结构计算事件概率的问题，直接对应'事件发生概率及独立性'这一二级类目。具体来说，需要从表中找出同时满足收入>$50,000且年龄≥30的单元格百分比并求和，属于联合概率计算。"
103,book2_r1\044.json,数学计算\事件发生概率及独立性,,该问题要求在抛两枚公平硬币的样本空间中，计算事件A（至少观察到一个正面）的概率。这属于根据概率规则和样本空间结构计算特定事件发生概率的问题，直接对应'数学计算'下的'事件发生概率及独立性'二级类目。
104,book2_r1\044.json,数学计算\事件发生概率及独立性,,该问题要求计算抛10枚公平硬币时'至少观察到一个正面'这一事件的概率。这属于根据概率规则（补事件法：P(A)=1-P(全反面)=1-(1/2)^10）和独立性假设计算事件概率的经典问题，完全符合'事件发生概率及独立性'这一二级类目的定义。
107,book2_r1\045.json,数学计算\事件发生概率及独立性,,该问题要求根据概率加法规则（additive rule）计算两个事件的并集概率 P(A∪B) = P(A) + P(B) - P(A∩B)，属于'根据概率规则计算事件概率'的典型场景。'事件发生概率及独立性'类目的定义明确涵盖了'根据概率规则…计算事件概率'，包括条件概率、全概率、贝叶斯公式等，概率加法规则正属于此类基本概率规则的应用，因此该二级类目是最贴切的选择。
108,book2_r1\046.json,数学计算\事件发生概率及独立性,,"本题要求在抛两枚均匀硬币的概率空间中，计算""至少观察到一个正面""这一事件的概率。这属于根据概率规则和独立性假设计算事件发生概率的问题，直接对应""数学计算 > 事件发生概率及独立性""这一二级类目。"
109,book2_r1\047.json,数学计算\事件发生概率及独立性,,本题给出了P(cheating at golf)=0.55和P(cheating at golf AND lying in business)=0.20，要求计算条件概率P(lying in business | cheating at golf) = P(both)/P(cheating) = 0.20/0.55。这是一个典型的条件概率计算问题，属于'事件发生概率及独立性'二级类目中明确包含的'条件概率'类型。
110,book2_r1\048.json,数学计算\事件发生概率及独立性,,该问题要求根据联合概率表计算事件'买产品'的概率，即需要同时满足有购买意愿(B)和有购买能力(F)两个条件，属于根据概率规则和联合分布计算事件概率的问题。这正好对应'数学计算'下的'事件发生概率及独立性'二级类目，该类目涵盖条件概率、全概率、贝叶斯公式以及基于概率规则计算事件概率等问题。
111,book2_r1\048.json,数学计算\事件发生概率及独立性,,本题要求根据联合概率表计算条件概率 P(B|F) = P(B∩F)/P(F)，属于典型的条件概率计算问题。'事件发生概率及独立性'二级类目的定义明确包含'条件概率、全概率、贝叶斯公式、独立性判断等'，与本题完全吻合。
112,book2_r1\049.json,数学计算\事件发生概率及独立性,,该问题要求根据联合概率表计算条件概率 P(Appearance | During Guarantee Period) = 32% / 63%，属于根据概率规则和列联结构计算条件概率的问题，完全符合'事件发生概率及独立性'这一二级类目的定义。
113,book2_r1\050.json,数学计算\事件发生概率及独立性,,该问题要求根据条件概率 P(B|A) 和边际概率 P(A)，利用乘法公式 P(A∩B) = P(B|A)·P(A) 计算两个事件交集的概率。这属于'根据概率规则计算事件概率'的范畴，完全符合'事件发生概率及独立性'二级类目的定义，该类目明确包括条件概率、全概率、贝叶斯公式等内容。
115,book2_r1\051.json,数学计算\事件发生概率及独立性,,本题要求计算从10名工人中随机选出的第一名工人存在违规扣款的概率P(A)。这是一个经典的概率计算问题：已知总体中有3名违规工人，共10名工人，需要计算随机抽取一人为违规工人的概率。该问题属于'事件发生概率及独立性'二级类目，因为其核心是根据概率规则和已知条件计算特定事件的发生概率。
116,book2_r1\051.json,数学计算\事件发生概率及独立性,,该问题要求计算条件概率 P(B|A)，即在第一个被选中的工人存在违规扣减的条件下，第二个被选中的工人也存在违规扣减的概率。这属于根据概率规则（条件概率公式）计算事件概率的问题，完全符合'事件发生概率及独立性'这一二级类目的定义，该类目明确包括条件概率、全概率、贝叶斯公式等。
117,book2_r1\051.json,数学计算\事件发生概率及独立性,,本题要求从10名工人中随机选2名，计算恰好选中的2名都是给予非法扣除的3名工人的概率。这是一个经典的超几何概率/组合概率计算问题，属于根据概率规则和组合计算事件发生概率的范畴，与'事件发生概率及独立性'二级类目完全吻合。
118,book2_r1\052.json,数学计算\事件发生概率及独立性,,该问题要求根据概率规则计算事件A、事件B以及它们交集的概率，并判断两个事件是否独立。这正是'事件发生概率及独立性'二级类目的定义范围：根据概率规则、分布假设或列联结构计算事件概率，并判断事件之间是否独立。问题涉及条件概率和独立性判断，完全吻合该类目。
119,book2_r1\052.json,数学计算\事件发生概率及独立性,,该问题要求计算条件概率 P(A|B) 并与 P(A) 比较，以判断事件 A 和 B 是否独立。这正是'事件发生概率及独立性'二级类目的核心内容，该类目明确包括条件概率计算和独立性判断。
122,book2_r1\054.json,数学计算\事件发生概率及独立性,,本题给定单个企业以'保持竞争力'为主要原因的概率为0.38，要求计算在两个独立抽样的企业中两者都以此为主要原因的概率。这是一个基于独立事件乘法规则计算联合概率的经典问题，属于'事件发生概率及独立性'二级类目。
123,book2_r1\054.json,数学计算\事件发生概率及独立性,,该问题要求计算在10个独立样本中，所有10个都满足某一条件（概率为0.38）的概率，即计算P(X=10) = 0.38^10。这是一个基于概率规则（独立事件联合概率）计算特定事件发生概率的问题，属于'事件发生概率及独立性'二级类目。虽然涉及二项分布，但问题核心是计算一个特定事件的概率，而非分布拟合或参数估计。
125,book2_r1\055.json,数学计算\事件发生概率及独立性,,"本题要求利用乘法法则（multiplicative rule）从已知的边际概率 P(D)=0.90 和条件概率 P(Rainy|D)=0.05、P(Rainy|D^c)=0.10 计算联合概率 P(Rainy∩D) 和 P(Rainy∩D^c)。这属于根据概率规则（条件概率、乘法公式）计算事件概率的问题，完全符合""事件发生概率及独立性""二级类目的定义，该类目明确包括条件概率、全概率等概率计算。"
126,book2_r1\055.json,数学计算\事件发生概率及独立性,,本题要求利用全概率公式（加法规则）计算P(Rainy)，即根据已知的条件概率P(Weather|Detected)和P(Weather|Not Detected)以及P(Detected)=0.90，通过P(Rainy) = P(Rainy|Detected)*P(Detected) + P(Rainy|Not Detected)*P(Not Detected)来计算边际概率。这属于根据概率规则（条件概率、全概率公式、加法规则）计算事件概率的问题，与'事件发生概率及独立性'二级类目完全吻合。
127,book2_r1\055.json,数学计算\事件发生概率及独立性,,"该问题要求利用贝叶斯公式（条件概率公式）计算 P(D|Rainy)。已知先验概率 P(D)=0.90 以及各天气条件下的似然 P(Rainy|D) 和 P(Rainy|D')，需要通过全概率公式求 P(Rainy) 再用贝叶斯公式反转条件概率。这正是""事件发生概率及独立性""二级类目所涵盖的内容，其定义明确包含""条件概率、全概率、贝叶斯公式""等。"
130,book2_r1\056.json,数学计算\事件发生概率及独立性,,该问题要求根据已知的先验概率 P(D)、P(S)、P(T) 以及条件概率（似然）P(J|D)、P(J|S)、P(J|T)，利用贝叶斯公式计算后验概率 P(D|J)、P(S|J)、P(T|J)。这属于典型的条件概率与贝叶斯公式应用问题。在现有 taxonomy 中，'数学计算 → 事件发生概率及独立性'的定义明确包含'条件概率、全概率、贝叶斯公式'，与本题完全匹配。虽然 taxonomy 中还有'数据分布建模 → 贝叶斯'，但该类目侧重于参数化分布的贝叶斯推断与后验建模，而本题是离散事件的概率计算，不涉及分布参数估计，因此'事件发生概率及独立性'更为贴切。
131,book2_r1\056.json,数学计算\事件发生概率及独立性,,该问题要求在已知摇杆指向前方的条件下，利用贝叶斯公式计算三个目的地的后验概率，并比较哪个最大。这属于条件概率与贝叶斯公式的典型应用，对应'事件发生概率及独立性'二级类目。
132,book2_r1\057.json,数学计算\概率空间相关（如状态数）,,该问题要求计算随机变量（10位专家评分之和）可能取到的值的个数，即确定随机变量的取值范围/状态数。每位专家评分为0-3，10位专家总分范围为0-30，共31个可能取值。这属于基于概率空间结构计算可能状态数的问题，与'概率空间相关（如状态数）'二级类目的定义完全吻合。
138,book2_r1\062.json,数学计算\事件发生概率及独立性,,该问题给定了一个几何分布的概率质量函数 p(x)=0.3×0.7^(x-1)，要求计算在恰好第3年观测到干旱年的概率，即将 x=3 代入公式求得具体概率值。这属于根据已知概率分布和概率规则计算特定事件发生概率的问题，与'事件发生概率及独立性'二级类目的定义完全吻合。
140,book2_r1\063.json,数学计算\期望,,该问题要求列出随机变量（公司收益）的所有可能取值及其对应概率，这本质上是构建一个离散随机变量的概率分布，属于概率与期望计算的范畴。虽然问题本身只要求列出随机变量值和概率（尚未显式要求计算期望），但在 taxonomy 中，'期望'类目的定义涵盖了'离散/连续分布下的期望'相关问题，而构建随机变量的概率分布正是计算期望的前置步骤，且该类问题在教材中通常紧接着就会计算期望值。与'事件发生概率及独立性'相比，本题核心不是计算某事件的概率或判断独立性，而是定义一个随机变量及其分布，更贴近'期望'类目所覆盖的随机变量分布与期望计算框架。
141,book2_r1\063.json,数学计算\期望,,该问题要求计算保险公司的期望收益（expected gain），即根据离散概率分布（死亡概率0.001，存活概率0.999）计算随机变量（公司收益）的数学期望。这正是'数学计算 > 期望'类目所覆盖的内容：计算随机变量的数学期望、均值收益或长期平均结果。
147,book2_r1\065.json,数据分布建模\模型构建,,该问题要求判断给定情景下随机变量x是否服从二项分布，即根据抽样机制和条件为数据选择合适的概率分布模型。这属于'模型构建'类目，核心任务是根据情景和假设判断数据应服从何种分布类型（此处需判断是二项分布还是超几何分布）。
149,book2_r1\065.json,数据分布建模\模型构建,,该问题要求判断给定情境下的随机变量x是否服从二项分布。这属于根据实际场景和假设条件，判断数据应服从何种概率分布模型的问题。具体来说，需要检验二项分布的前提条件（如独立性、固定试验次数、恒定成功概率等）是否满足。在cluster sampling下，同一block内的住户响应可能不独立，因此需要讨论x是否满足二项分布的假设。这本质上是为数据选择合适分布类型的问题，属于'数据分布建模\模型构建'。
150,book2_r1\066.json,数学计算\事件发生概率及独立性,,该问题给定了桌面电脑和笔记本电脑的销售概率（80%和20%），要求计算接下来四次购买全部为笔记本电脑的概率。这是一个基于独立事件假设、利用概率乘法规则计算特定事件发生概率的问题，属于'事件发生概率及独立性'二级类目。
151,book2_r1\066.json,数学计算\事件发生概率及独立性,,该问题给定了各类PC的销售概率（桌面80%、笔记本20%），要求计算在接下来4次购买中恰好有3次是笔记本的概率。这是一个经典的基于二项分布/概率规则计算特定事件发生概率的问题，属于'事件发生概率及独立性'类目，涉及独立事件的联合概率计算和组合计数。
154,book2_r1\067.json,数学计算\事件发生概率及独立性,,"该问题要求根据二项分布（n=5, p=0.1）计算随机变量X取各值的概率，即计算P(X=0), P(X=1), ..., P(X=5)。这属于根据已知分布假设和概率规则计算事件发生概率的问题，与'事件发生概率及独立性'二级类目的定义（根据概率规则、分布假设计算事件概率）高度吻合。虽然问题涉及概率分布的完整列举，但其核心仍是基于二项分布公式逐一计算各事件的概率值。"
155,book2_r1\067.json,数学计算\事件发生概率及独立性,,该问题要求在已知缺陷率p=0.1、样本量n=5的条件下，计算恰好观测到x=3个次品的概率。这是一个经典的二项分布概率计算问题，属于根据概率分布假设计算特定事件发生概率的范畴，与'事件发生概率及独立性'二级类目的定义（根据概率规则、分布假设计算事件概率）完全吻合。
161,book2_r1\069.json,数学计算\期望,,该问题要求计算二项随机变量 x 的均值（即数学期望 E(x)=np）和标准差（即 sqrt(Var(x))=sqrt(np(1-p))）。这属于对已知参数化分布的随机变量计算其理论期望和基于期望定义的方差/标准差，而非对观测数据的描述性统计。'期望'类目的定义明确包含'离散/连续分布下的期望'以及'方差等基于期望定义的量的计算'，完全覆盖本题的均值与标准差计算需求。
163,book2_r1\069.json,数学计算\事件发生概率及独立性,,"该问题要求在已知二项分布参数（n=20, p=0.60）的前提下，利用累积概率表计算 P(x > 12) = 1 - P(x ≤ 12)。这属于根据已知分布假设和概率规则计算特定事件发生概率的问题，与'事件发生概率及独立性'类目的定义——'根据概率规则、分布假设或列联结构计算事件概率'——高度吻合。"
164,book2_r1\069.json,数学计算\事件发生概率及独立性,,"本题要求在已知二项分布参数(n=20, p=0.60)的条件下，利用二项概率累积表计算特定事件 x=11 的概率（通过累积概率相减得到 P(x=11) = P(x≤11) - P(x≤10)）。这属于根据已知分布假设和概率规则计算特定事件发生概率的问题，与'事件发生概率及独立性'二级类目的定义吻合：'根据概率规则、分布假设或列联结构计算事件概率'。"
165,book2_r1\069.json,数据可视化\离散型变量分布,,该问题要求绘制二项分布随机变量x的概率分布图，并在图上标注μ±2σ的区间。这属于对单个离散型变量的分布形态进行可视化展示的问题，核心任务是画出离散概率分布的图形（类似条形图/棒状图），并标注集中趋势和离散程度的区间。这与'数据可视化-离散型变量分布'类目完全吻合，该类目涵盖展示单个类别/离散变量各取值频数或概率分布情况的图形。
166,book2_r1\070.json,数学计算\期望,,该问题要求根据已知的泊松分布参数（均值λ=2.6）计算随机变量x的均值（期望）和标准差。泊松分布的均值为λ，方差也为λ，标准差为√λ。这属于'数学计算-期望'类目，因为该类目明确包含'离散/连续分布下的期望'以及'方差等基于期望定义的量的计算'。问题的核心是利用已知分布参数直接计算期望和标准差，完全符合该类目的定义。
170,book2_r1\071.json,数学计算\期望,,该问题要求计算随机变量x（被录用的女性人数）的均值（即数学期望）和标准差。x服从超几何分布，计算其期望和标准差属于'计算随机变量的数学期望及基于期望定义的量（如方差、标准差）'的范畴。taxonomy中'期望'类目明确说明'方差等基于期望定义的量的计算也包含在内'，因此该问题最适合归入'期望'这一二级类目。
