sample_key,case_id,suggested_method,proposed_new_category,reason
35,book5_r1\012.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求评估作者是否能将酒精消费减少合理归因于酒精税上涨。核心问题在于识别研究中存在的多种偏差和混杂因素：1）选择偏差/失访偏差——676名'常规饮酒者'中仅463人被重新访谈，213人因各种原因未参与，这些未参与者可能与参与者在饮酒行为上系统性不同；2）混杂变量——同期还存在失业率上升、收入变化等其他可能影响饮酒量的因素，无法将消费减少单独归因于酒税上涨；3）回归均值效应——首次调查中筛选出的'常规饮酒者'在后续调查中可能自然回归到较低水平。这些都是典型的统计谬误与偏差识别问题，属于对统计结论因果推断合理性的批判性评价。
36,book5_r1\012.json,统计结果批判性评价\统计谬误与偏差识别,,该问题的核心是质疑研究中463名被成功再访的'regular drinkers'是否能代表原始的676名样本，即是否存在选择偏差（selection bias）或失访偏差（attrition bias）。在213名未被再访的受试者中，存在各种系统性缺失原因（如搬离、拒绝、疾病、死亡等），这些因素可能与饮酒行为相关，导致最终样本不具有代表性。这属于典型的统计谬误与偏差识别问题，需要识别研究结论中可能存在的选择偏差和非随机失访带来的偏差。
40,book5_r1\013.json,统计结果批判性评价\统计结果可靠性评价,,该问题要求评估样本（31名女性）是否能代表目标总体，这涉及对样本代表性的批判性评价。原始132人中排除了101人，剩余31人的代表性存疑。这属于根据样本量、选择过程等因素评估统计结果可靠性的问题，与'统计结果可靠性评价'类目吻合。虽然也涉及选择偏差的识别（大量排除可能引入偏差），但问题的核心是判断样本是否具有代表性，即评估研究结论的可靠性基础，因此'统计结果可靠性评价'更为贴切。
41,book5_r1\013.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别研究设计中的根本性错误。这属于对统计研究中常见谬误与偏差的识别问题。具体而言，该研究存在严重的选择偏差（selection bias）：从132名女性中排除了101人，仅剩31人，大量排除可能导致样本不具代表性；此外，研究设计本身是观察性的，且样本量极小，无法支持因果结论。问题的核心在于识别研究设计中的偏差和谬误，这正是'统计谬误与偏差识别'二级类目所涵盖的内容。
44,book5_r1\014.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别长时间跨度数据可能引入的偏差（如时代变迁导致的混杂效应、左利手识别率随时间变化带来的选择偏差等），属于对统计比较中潜在偏差来源的识别与分析，符合'统计谬误与偏差识别'这一二级类目的定义。
45,book5_r1\014.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别为什么直接比较两组平均死亡年龄是具有误导性的。这涉及经典的统计偏差问题：由于数据来源（棒球百科全书）的特性，左撇子和右撇子球员的出生年份分布不同，存在选择偏差和混杂因素（如时代变化、左撇子界定标准变化等），导致简单均值比较产生误导性结论。这属于'统计谬误与偏差识别'的范畴，即识别统计分析中的偏差或误用。
47,book5_r1\015.json,数据预处理\异常值处理,,该问题的核心是在给定数据中识别一个被错误转录的观测值（即异常值/错误值）。题目明确说明有一个数据被误抄，要求找出最可能出错的患者数据。这属于数据预处理阶段中识别异常观测的问题。可以通过散点图观察离群点、或利用回归残差等方法来判断哪个数据点最不符合整体模式（例如患者19的射血分数很低但楔压也很低，与其他低射血分数患者的高楔压模式不一致），本质上是异常值检测/识别问题，与'异常值处理'二级类目高度匹配。
48,book5_r1\016.json,数据可视化\连续型变量分布,,该问题要求对log变换后的T4细胞计数构建Normal plot（正态概率图），即Q-Q图。Normal plot是一种用于展示单个连续变量分布形态、判断其是否服从正态分布的可视化工具。虽然题目要求'perform the calculations'（计算Normal scores、累积概率P等），但这些计算的最终目的是构建Normal plot来展示连续变量的分布形态。这属于'连续型变量分布'可视化范畴，Q-Q图/Normal plot是该类目的典型图形之一。
54,book5_r1\018.json,描述性统计量\频率与比例测度,,该问题要求分析血清孕酮数据末位数字的分布情况，判断是否存在数字偏好（digit preference）。核心操作是统计各末位数字（0-9）出现的频数和比例，观察是否存在某些数字出现频率明显偏高的模式。这属于对特定取值的频数、占比或构成情况的描述，符合'频率与比例测度'的定义。虽然可能后续涉及拟合优度检验（如卡方检验判断是否均匀分布），但问题的核心问法是'分析分布'和'是否存在模式/偏好'，主要侧重于描述性层面的频率分析。
56,book5_r1\019.json,数学计算\事件发生概率及独立性,,该问题要求比较两家医院在任意一天内出现双胞胎的概率大小。每家医院每天的分娩数不同（45 vs 15），双胞胎概率为0.012，需要根据概率规则（如二项分布或补事件 1-(1-p)^n）计算各医院至少出现一对双胞胎的概率并进行比较。这属于根据概率规则和分布假设计算事件发生概率的问题，与'事件发生概率及独立性'二级类目高度吻合。
57,book5_r1\019.json,数学计算\事件发生概率及独立性,,该问题要求比较两家医院在某一天中男婴比例超过60%的概率大小。每家医院每天出生的婴儿数量不同（45 vs 15），婴儿性别服从二项分布（p=0.52），需要分别计算在n=45和n=15时男婴比例超过60%的概率，并进行比较。这本质上是根据二项分布的概率规则计算特定事件（男婴比例超过阈值）发生的概率，属于'事件发生概率及独立性'类目。该问题也涉及大数定律/样本量对比例波动的影响（小样本更易偏离期望值），但核心任务仍是计算和比较事件概率。
67,book5_r1\024.json,统计结果批判性评价\统计谬误与偏差识别,,题目要求对已报告的统计结果（t=1.8; P>0.05）进行评论（comment），核心任务是识别该分析中可能存在的统计问题和方法误用。配对数据中存在明显的偏态分布和异常值（如12.2、8.1），直接使用配对t检验可能不恰当（t检验假设差值近似正态），且报告的结论可能掩盖了免疫接种的真实效果。这属于对统计分析方法选择和结果报告中潜在谬误与偏差的识别，归入'统计结果批判性评价\统计谬误与偏差识别'最为合适。
68,book5_r1\024.json,假设检验与区间估计\均值检验,,该问题涉及20名志愿者免疫前后的配对数据，需要比较同一组受试者在两个时间点（免疫前和免疫后4周）的抗体浓度是否有显著差异。这是一个经典的配对样本比较问题。由于数据存在明显的偏态和异常值（如受试者11的12.2），问题提示需要选择'更合适的方法'，暗示应使用非参数配对检验（如Wilcoxon符号秩检验）而非配对t检验。无论是配对t检验还是Wilcoxon符号秩检验，其核心目标都是比较配对样本的位置参数（均值/中位数）差异，属于'均值检验'这一二级类目（该类目包括配对检验）。
71,book5_r1\025.json,假设检验与区间估计\均值检验,,该问题要求计算两组（Hodgkin's disease vs. non-Hodgkin's disease）对数变换后T4细胞计数均值差异的90%置信区间，本质上是双样本均值比较的区间估计问题。在taxonomy中，'假设检验与区间估计'类目明确说明'假设检验和区间估计是一体两面，下面的二级类目虽然大多以检验命名，但也包含对应的区间估计方法'，因此两组均值差异的置信区间归入'均值检验'类目最为合适。虽然问题涉及对数变换，但变换只是预处理步骤，核心统计任务仍是两组均值的区间估计。
77,book5_r1\027.json,关联分析\相关系数（一维）,,问题询问的是如何分析吸烟数量（连续/有序变量）与尿液可替宁水平（连续变量）之间是否存在系统性关联。这属于研究两个一维变量之间关联强度的问题，适合使用相关系数（如Pearson或Spearman相关）来衡量两者的线性或单调关联关系。虽然也可能涉及回归分析，但问题的核心是判断两个变量之间是否存在系统性关系，这正是关联分析中相关系数的典型应用场景。
80,book5_r1\028.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别作者统计分析中的谬误：作者分别在两组内做配对Wilcoxon检验，一组显著一组不显著，就得出'一组增加而另一组没有'的结论。这是一个经典的统计谬误——将'一个显著、一个不显著'等同于'两组之间存在显著差异'，而没有直接比较两组之间的变化差异（即缺少组间交互检验）。这属于统计谬误与偏差识别的范畴。
81,book5_r1\028.json,假设检验与区间估计\均值检验,,原文作者对两组分别做了配对Wilcoxon检验，题目要求进行'更好的分析'。这里的核心统计问题是比较两组（低HC II vs 正常HC II）在透析前后变化量上是否存在差异，即需要同时考虑组间和前后配对结构。更合适的做法是计算每位患者的前后差值，然后对两组差值进行双样本比较（如双样本t检验或Mann-Whitney检验），或者使用混合效应模型/双因素方差分析（组别×时间交互效应）。无论哪种方式，核心目标都是对均值（或位置参数）进行比较检验，属于'均值检验'范畴。虽然也可以考虑方差分析（双因素），但题目的关键在于比较两组配对差值的均值差异，'均值检验'是最贴切的二级类目。
82,book5_r1\029.json,假设检验与区间估计\均值检验,,该问题要求比较两组（安慰剂组与gestrinone组）治疗后评分的差异。这是一个经典的两独立样本比较问题。由于评分数据为离散的有序评分且分布可能偏态，实际操作中通常采用非参数方法（如Mann-Whitney U检验/Wilcoxon秩和检验）来比较两组的位置差异。在现有taxonomy中，'均值检验'类目涵盖了比较两个总体中心位置（均值或中位数）的问题，包括双样本检验，非参数的秩和检验本质上也是比较两组位置参数，因此归入'假设检验与区间估计\均值检验'最为合适。
83,book5_r1\029.json,假设检验与区间估计\均值检验,,题目要求计算两组（安慰剂组与gestrinone组）治疗前后评分变化量（差值），然后对两组的变化量进行比较。这是一个经典的两独立样本均值比较问题（比较两组差值的中心位置是否不同）。虽然数据是离散评分且可能使用非参数方法（如Wilcoxon秩和检验），但核心统计问题仍属于比较两个总体位置参数（均值/中位数）的差异，归入'均值检验'二级类目最为合适。
90,book5_r1\032.json,统计结果批判性评价\统计结果可靠性评价,,"该问题要求对作者进行的卡方检验结果（X²=9.84, df=5, P=0.08）的解读进行评论，即批判性地评价统计检验结果的解释是否合理。这属于对已有统计分析结果的可靠性和解读正确性进行评价的问题。虽然涉及独立性检验（卡方检验），但问题的核心不是如何执行检验，而是评价作者对检验结果的解释是否恰当（如P值的解读、结论是否过度推断等），因此归入'统计结果批判性评价\统计结果可靠性评价'更为合适。"
94,book5_r1\032.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别数据中违反卡方检验基本假设的特征（即观测值不独立的问题——来自同一家庭的兄弟姐妹数据不是独立观测）。这属于对统计分析中常见谬误和偏差的识别，具体是识别违反独立性假设这一统计误用/偏差问题，归入'统计谬误与偏差识别'最为合适。
96,book5_r1\033.json,假设检验与区间估计\独立性检验,,该问题的核心是评价在一个2×2列联表（治疗组vs对照组 × 出院vs未出院）中使用Fisher精确检验与卡方检验哪个更合理。Fisher精确检验和卡方独立性检验都属于检验两个分类变量是否独立的方法。问题虽然带有方法选择和评价的性质，但其本质讨论的是独立性检验方法的适用条件（如期望频数较小时Fisher精确检验优于卡方检验），属于'独立性检验'的范畴。
97,book5_r1\033.json,统计结果批判性评价\统计谬误与偏差识别,,该问题要求识别已报告统计结果中的错误——具体是置信区间的问题（比例的95%置信区间下限出现了负值-1%，这对于比例而言是不合理的，说明使用了不恰当的正态近似方法来构造小比例的置信区间）。问题的核心是批判性地评价已有统计分析中的方法误用/谬误，并建议更合适的分析方法。这属于'统计谬误与偏差识别'类目，即识别和解释统计分析中常见的谬误、偏差或误用。
98,book5_r1\034.json,假设检验与区间估计\独立性检验,,该问题要求比较男孩和女孩在各睡眠时间类别上的分布是否存在差异，数据以列联表形式呈现（性别×睡眠时间分组）。比较两组分布差异的核心方法是卡方独立性检验（或Fisher精确检验），即检验性别与睡眠时间分布是否独立。虽然也可以使用Kolmogorov-Smirnov检验等分布检验方法，但在列联表框架下，卡方独立性检验是最直接和经典的方法。此外，题目问的是比较两个分组的分布，本质上就是检验两个分类变量（性别和睡眠时间类别）之间是否独立，因此最合适的标签是'假设检验与区间估计\独立性检验'。
99,book5_r1\034.json,假设检验与区间估计\独立性检验,,该问题给出了一个二维列联表（性别×睡眠时间区间），询问男孩和女孩之间是否存在差异。这本质上是检验两个分类变量（性别和睡眠时间类别）之间是否独立的问题，适用卡方独立性检验等方法，属于'假设检验与区间估计'下的'独立性检验'。
106,book5_r1\037.json,假设检验与区间估计\比例检验,,该问题要求计算两组比例之差及其95%置信区间，属于双样本比例的区间估计问题。在现有taxonomy中，'假设检验与区间估计'下的'比例检验'明确涵盖了'比较一个或多个总体比例与某给定值或彼此之间大小关系的问题'，且该类目说明中注明假设检验与区间估计是一体两面，因此比例差的置信区间计算归入'比例检验'是最合适的。
108,book5_r1\038.json,假设检验与区间估计\比例检验,,本题是一个配对病例-对照研究，要求比较病例组和对照组中暴露比例的差异。题目给出了配对数据中不一致对的信息（20对病例暴露而对照未暴露，8对对照暴露而病例未暴露），这是典型的McNemar检验场景，用于比较配对样本中两个比例是否存在显著差异。McNemar检验本质上是对配对二分类数据的比例检验，属于'假设检验与区间估计'一级类目下的'比例检验'二级类目。
109,book5_r1\038.json,描述性统计量\频率与比例测度,,"本题要求根据配对病例-对照研究的数据计算优势比（odds ratio）。优势比是一种效应量度量，属于风险效应量（如 relative risk, odds ratio）的范畴。在现有 taxonomy 中，'描述性统计量\频率与比例测度'明确包含'风险效应量（如 relative risk, odds ratio）'，因此本题属于该二级类目。虽然数据来自配对设计（使用不一致对计算 OR = 20/8 = 2.5），但问题的核心任务是计算一个描述性的效应量指标（odds ratio），而非进行假设检验（如 McNemar 检验），故归入频率与比例测度最为合适。"
110,book5_r1\039.json,统计结果批判性评价\统计结果可靠性评价,,该问题要求评价作者使用Spearman秩相关分析生存时间关联性的做法是否合理（valid），特别是考虑到存在一个删失观测值（censored observation）对分析结果可靠性的影响。这属于对已有统计分析方法和结果的批判性评价，判断其在数据特征（删失数据）下是否仍然可靠。这符合'统计结果批判性评价\统计结果可靠性评价'的定义，即根据数据特征等因素评估统计结果的可靠性。
111,book5_r1\039.json,关联分析\相关系数（一维）,,该问题询问使用Pearson相关系数是否有效（valid），本质上是在讨论Pearson相关系数的适用条件和前提假设（如线性关系、正态性、无删失数据等）。数据中存在右删失观测（patient 29 still alive）以及生存时间的高度偏态分布，这些都涉及对Pearson相关系数适用性的判断。该问题的核心仍然围绕Pearson相关系数这一关联分析工具，属于'关联分析\相关系数（一维）'的范畴。
112,book5_r1\039.json,关联分析\相关系数（一维）,,问题要求找出与生存时间相关性最强的变量，这本质上是分别计算每个自变量（Lactate变化、Bicarbonate变化、pH变化）与生存时间之间的相关系数（如Pearson或Spearman相关系数），然后比较哪个相关系数的绝对值最大。这属于研究两个一维变量之间关联强度的问题，正好对应'关联分析\相关系数（一维）'这一二级类目。
113,book5_r1\040.json,数值计算\获取模型参数估计值,,题目要求对RMR关于体重进行线性回归分析（Perform linear regression analysis），核心任务是在给定数据和线性回归模型下，求解回归系数（截距和斜率）等参数估计值。这属于'在给定模型、样本和估计准则后，通过解析或数值方法求参数估计的问题'，与'数值计算\获取模型参数估计值'最为匹配。虽然线性回归分析可能涉及模型诊断、检验等后续步骤，但题目的核心指令是'Perform linear regression analysis'，其首要任务是拟合模型并获取参数估计值。
114,book5_r1\040.json,模型诊断\残差分析,,问题要求检查残差的分布情况，并据此判断分析（回归模型）是否有效。这属于典型的残差分析问题，通过残差图、残差分布等手段检查模型假设（如正态性、等方差性、线性关系）是否满足，从而诊断模型拟合的合理性。这正好对应'模型诊断\残差分析'这一二级类目。
115,book5_r1\040.json,假设检验与区间估计\回归模型参数检验,,该问题要求对线性回归模型中斜率（回归系数）构造95%置信区间。这属于回归模型参数的区间估计问题。在现有taxonomy中，'假设检验与区间估计'大类下的'回归模型参数检验'二级类目明确说明包含'回归模型中关于回归系数、方差等模型参数的检验'，且该大类的注释也指出假设检验和区间估计是一体两面，二级类目虽以'检验'命名但也包含对应的区间估计方法。因此，对回归斜率的置信区间估计最适合归入此类。
116,book5_r1\040.json,分类与预测\连续值预测,,该问题的核心是利用体重（自变量）预测RMR（连续型响应变量），并评估预测精度是否能达到±250 kcal/24 hr的要求。这属于连续值预测问题——通过建立回归模型（如简单线性回归）来预测数值型响应变量的未来或未知取值，并结合预测区间判断预测精度是否满足给定阈值。虽然问题涉及预测区间的评估，但其根本目的是判断能否用回归模型对连续变量进行足够精确的预测，因此最适合归入'分类与预测\连续值预测'。
120,book5_r1\042.json,数据预处理\异常值处理,,"该问题要求分析数据中存在的异常或不寻常模式。观察数据可以发现，第31和第32号患者的所有变量值完全相同（血液粘度5.90, PCV 54, 血浆纤维蛋白原488, 血浆蛋白5.70），这属于重复/异常观测的识别。此外还可能涉及第30号患者的血浆纤维蛋白原值1070远高于其他患者等异常值识别。这类'识别数据中不寻常模式和异常观测'的问题属于数据预处理中的异常值处理类目。"
121,book5_r1\043.json,关联分析\相关系数（一维）,,问题要求判断两个连续变量（digoxin clearance 与 creatinine clearance）之间是否存在相关性。这属于研究两个一维连续变量之间线性或单调关联强度的问题，适合使用 Pearson 或 Spearman 相关系数及其显著性检验来回答，正好对应'关联分析\相关系数（一维）'这一二级类目。
122,book5_r1\043.json,关联分析\相关系数（一维）,,问题要求判断digoxin clearance与urine flow之间是否独立（即是否存在关联）。这里的'独立'是指两个连续变量之间是否存在相关性，而非列联表中分类变量的独立性检验。判断两个连续变量是否独立，最直接的方法是计算相关系数（如Pearson或Spearman相关系数）并检验其是否显著不为零。因此最合适的二级类目是'相关系数（一维）'。
123,book5_r1\044.json,假设检验与区间估计\均值检验,,该问题要求分析两种饮食条件下餐后代谢率的差异，数据结构为5名受试者分别接受两种饮食（配对设计），需要比较两组均值是否存在显著差异。适用的方法包括配对t检验（比较同一受试者在正常饮食与过量饮食下的餐后代谢率差异）。这属于均值检验的范畴，即比较两个配对总体均值之间大小关系的问题。虽然问题也可能涉及方差分析（如双因素重复测量ANOVA考虑饮食和餐前餐后因素），但问题明确聚焦于餐后数据中饮食差异的比较，核心仍是配对均值检验。
125,book5_r1\044.json,假设检验与区间估计\均值检验,,该问题要求比较两种饮食条件下餐前餐后代谢率变化量（差值）的均值是否存在显著差异。由于同一受试者接受两种饮食，属于配对设计，需要对每位受试者在两种饮食下的变化量之差进行配对t检验（或等价的单样本t检验检验差值均值是否为零）。这属于均值检验的范畴。
126,book5_r1\045.json,模型比较（变量选择）\重要变量识别,,"问题要求从多个候选自变量（age, sex, height, weight, FEV1）中找到一个'suitable'多元回归模型来预测FRC。'Find a suitable model'意味着需要从候选变量中筛选出最合适的子集来构建回归模型，这本质上是一个变量选择问题。该过程通常涉及逐步回归（向前选择、向后消除）等方法，在多个候选自变量中筛选出对响应变量最有解释力的一组变量，符合'重要变量识别'的定义。虽然问题也涉及残差检查（模型诊断），但核心任务是从多个预测变量中选择合适的回归模型，因此归入'模型比较（变量选择）\重要变量识别'最为贴切。"
127,book5_r1\045.json,模型诊断\拟合优度评估,,"该问题要求计算残差标准差（residual SD）并与原始FRC值的标准差进行比较，以评估回归模型的解释力。这本质上是通过比较模型残差变异与原始响应变量变异来衡量模型拟合程度，属于拟合优度评估的范畴（类似于R²的思路，即模型解释了多少变异）。因此归入""模型诊断\拟合优度评估""最为合适。"
128,book5_r1\045.json,模型诊断\残差分析,,问题要求检查回归模型的残差是否近似服从正态分布，这属于模型诊断中的残差分析范畴。残差分析包括对残差分布（如正态性）、异方差、异常点等的检查，而本题正是检验残差的正态性假设是否成立，是经典的模型诊断步骤。
129,book5_r1\046.json,,假设检验与区间估计\两组比较综合检验,"该问题要求对两组（有GvHD vs 无GvHD）在多个变量上进行比较，涉及连续变量（recipient age, donor age, log index）的均值/分布比较和分类变量（type of leukemia, donor pregnancy）的比例/独立性比较，需要综合使用多种两组比较检验方法（如t检验/Wilcoxon秩和检验用于连续变量，卡方检验/Fisher精确检验用于分类变量）。现有taxonomy中的二级类目如'均值检验'只覆盖连续变量的均值比较，'独立性检验'只覆盖分类变量的独立性检验，'比例检验'侧重比例的比较。本题的核心是对两组在多个不同类型变量上进行系统性比较，以识别哪些变量与结局显著相关，这是一个综合性的两组比较问题，不能简单归入单一的现有二级类目。不过仔细再考虑，该问题本质上是对每个变量分别做两组比较检验——连续变量用均值检验（t检验或非参数等价），分类变量用独立性检验（卡方/Fisher）。这属于多个检验的组合应用，但现有taxonomy没有一个二级类目能涵盖这种'针对多个不同类型变量的两组综合比较'场景。由于现有类目均不完全贴切，建议新增类目。"
