sample_key,case_id,suggested_method,proposed_new_category,reason
35,book4_r1\011.json,假设检验与区间估计\均值检验,,该问题要求对配对数据（humus与soil层的铜浓度）进行配对t检验，比较两组配对观测的均值差异是否显著，并报告均值差、t值、自由度和p值。这属于典型的配对t检验问题，归入'假设检验与区间估计\均值检验'二级类目，该类目明确包含配对t检验。
36,book4_r1\011.json,假设检验与区间估计\均值检验,,该问题要求根据配对数据（同一woodland的humus层和soil层铜含量）得出关于两层铜含量差异的结论。这是一个经典的配对样本均值比较问题（paired t-test或配对符号秩检验），属于均值检验的范畴。六个woodland构成配对观测，问题核心是比较humus层和soil层的铜浓度是否存在显著差异。
37,book4_r1\012.json,假设检验与区间估计\均值检验,,Wilcoxon matched-pairs signed-rank test 是配对样本的非参数检验，用于比较同一组受试者在两个时间点（前后）的中心位置是否存在显著差异，功能上对应配对 t 检验的非参数替代。在现有 taxonomy 中，'均值检验'涵盖了单样本、双样本、配对检验等比较总体中心位置的问题，Wilcoxon 配对符号秩检验属于配对检验的非参数版本，最适合归入此类。
38,book4_r1\012.json,假设检验与区间估计\均值检验,,该问题涉及20家小企业经理在接收研究结果前后的环保态度评分（配对数据），要求得出关于经理态度变化的结论。这是一个经典的配对样本检验问题（如配对t检验或Wilcoxon符号秩检验），用于比较同一组受试者在干预前后的均值/中位数是否有显著差异。虽然数据是0-8的离散评分，但核心统计方法仍属于均值检验中的配对检验范畴。
40,book4_r1\013.json,假设检验与区间估计\均值检验,,该问题要求比较两个独立样本（允许吸烟办公室与禁烟办公室的非吸烟员工）的集中趋势是否存在差异。虽然数据是1-5的有序量表（适合用Mann-Whitney U检验这一非参数方法），但问题的核心目标是比较两组的中心位置是否有显著差异，这属于均值检验（广义上包括比较中心趋势的参数与非参数检验）的范畴。在现有taxonomy中，'假设检验与区间估计\均值检验'涵盖了比较两个总体均值/中心位置的检验问题，包括t检验及其非参数替代方法（Mann-Whitney U检验），因此最为合适。
43,book4_r1\014.json,数据可视化\连续型-连续型变量关系,,题目要求绘制散点图(scatterplot)，展示两个连续变量（每万人口医生数和婴儿死亡率）之间的关系。散点图是展示两个连续变量之间关联关系的典型图形，完全符合'连续型-连续型变量关系'这一二级类目的定义。
44,book4_r1\014.json,关联分析\相关系数（一维）,,该问题要求对两个一维连续变量（每万人口医生数和婴儿死亡率）进行Pearson积矩相关分析，计算相关系数r、自由度df和P值。这正是'关联分析\相关系数（一维）'所描述的'研究两个一维变量之间线性关联强度'的问题，包括Pearson相关系数的计算及其显著性检验。
45,book4_r1\014.json,关联分析\相关系数（一维）,,问题要求根据两个连续变量（每万人口医生数和婴儿死亡率）的数据，得出关于二者关系的结论。这属于研究两个一维连续变量之间关联强度和方向的问题，通常通过计算Pearson或Spearman相关系数来回答，属于'关联分析\相关系数（一维）'类目。
46,book4_r1\015.json,关联分析\相关系数（一维）,,问题要求对两个有序变量（访问频率和愿意支付的金额）计算Spearman秩相关系数，这属于研究两个一维变量之间单调关联强度的问题，完全符合'关联分析\相关系数（一维）'中Spearman相关的定义。
47,book4_r1\015.json,关联分析\相关系数（一维）,,该问题要求根据20个受访者的'访问频率'编码和'愿意支付金额'编码两个一维有序变量，分析二者之间的关联关系并得出结论。这属于研究两个一维变量之间单调关联强度的问题，适合使用Spearman秩相关系数等方法，归入'关联分析\相关系数（一维）'最为贴切。
48,book4_r1\016.json,假设检验与区间估计\回归模型参数检验,,该问题要求对燃油经济性与发动机大小进行回归分析，并报告R²、F统计量、自由度和P值。其核心目的是通过回归模型的F检验来判断燃油经济性是否依赖于发动机大小（即检验回归系数是否显著不为零）。虽然问题涉及回归分析的多个方面（拟合优度R²、回归方程），但问题的主要目标明确表述为'test whether fuel economy is dependent on the size of the engine'，这是一个关于回归模型参数的假设检验问题，因此最适合归入'假设检验与区间估计\回归模型参数检验'。
49,book4_r1\016.json,数据可视化\连续型-连续型变量关系,,该问题要求绘制引擎大小（连续变量）与燃油经济性（连续变量）的散点图并附带回归线，这正是展示两个连续变量之间关联和趋势关系的可视化问题，对应'连续型-连续型变量关系'（形式包括散点图、带拟合线散点图等）。
50,book4_r1\016.json,模型诊断\残差分析,,"该问题要求绘制残差图（残差对自变量或拟合值），这是回归模型诊断中的经典残差分析方法，用于检查模型拟合是否合理（如线性假设、等方差性等）。这与""模型诊断\残差分析""二级类目完全吻合。"
51,book4_r1\016.json,模型诊断\残差分析,,问题明确要求检查回归模型残差的分布是否满足回归假设（如正态性、等方差性、独立性等），这正是'模型诊断\残差分析'二级类目的核心内容——通过残差图、残差分布等手段检查模型拟合是否合理。
52,book4_r1\016.json,关联分析\相关系数（一维）,,该问题要求根据发动机排量（连续变量）和燃油经济性（连续变量）的数据，得出两者之间关系的结论。这本质上是分析两个一维连续变量之间的关联强度与方向的问题，属于相关分析的范畴。虽然问题措辞为'conclude about the relationship'，但核心任务是评估两个连续变量间的（线性或单调）关联，适合使用Pearson或Spearman相关系数等方法，归入'关联分析\相关系数（一维）'最为贴切。
53,book4_r1\017.json,关联分析\contingency table,,题目要求将两个分类变量（木地类型：PT/T/HF 和长尾山雀的存在/缺失：P/A）的数据整理成一个 3×2 列联表，包括行合计、列合计和总计。这正是'关联分析\contingency table'二级类目所描述的内容——用列联表研究两个分类变量的联合分布与关联模式。
54,book4_r1\017.json,假设检验与区间估计\独立性检验,,该问题要求根据列联表的行列边际总计计算期望频数，这是卡方独立性检验的核心步骤之一。计算期望频数的目的是为了后续比较观测频数与期望频数，判断woodland type与long-tailed tits的存在/缺失之间是否独立。因此该问题属于独立性检验的范畴。
55,book4_r1\017.json,假设检验与区间估计\独立性检验,,该问题要求计算卡方检验中各单元格的X²分量（即(O-E)²/E），这是卡方独立性检验的核心步骤。数据涉及两个分类变量（woodland type和presence/absence of long-tailed tits），目的是通过列联表分析它们之间是否独立。计算各单元格的X²分量是卡方独立性检验过程的一部分，因此归入'假设检验与区间估计\独立性检验'最为合适。
56,book4_r1\017.json,假设检验与区间估计\独立性检验,,该问题要求根据列联表数据（木地类型 × 长尾山雀存在/缺失）计算卡方统计量（X²）、自由度（df）和P值，这是典型的卡方独立性检验，用于判断鸟类分布与林地类型之间是否独立。属于'假设检验与区间估计'下的'独立性检验'二级类目。
57,book4_r1\017.json,假设检验与区间估计\独立性检验,,该问题要求根据列联表数据（3种林地类型 × 是否存在长尾山雀）判断长尾山雀的分布是否与林地类型有关，即检验两个分类变量（林地类型和鸟类存在/缺失）之间是否独立。这是典型的卡方独立性检验问题，属于'假设检验与区间估计'下的'独立性检验'二级类目。
58,book4_r1\018.json,假设检验与区间估计\分布检验,,该问题要求在'地衣朝向随机'的外部假设下，计算观测频数、期望频数以及各分量的卡方值，这是一个典型的卡方拟合优度检验（chi-square goodness-of-fit test）问题，用于检验观测数据是否符合某种理论分布（此处为均匀分布）。这正好对应'假设检验与区间估计'下的'分布检验'二级类目。
59,book4_r1\018.json,假设检验与区间估计\分布检验,,该问题要求对地衣在四个方位上的观测频数进行卡方拟合优度检验（goodness of fit test），即检验观测频数是否符合均匀分布（或某理论分布）。这属于'分布检验'二级类目，该类目明确包括卡方拟合优度检验（chi-square goodness of fit test）。
60,book4_r1\018.json,假设检验与区间估计\分布检验,,该问题给出了地衣在树的四个方位（北、东、南、西）上的观测频数，要求对地衣分布做出结论。这是一个典型的卡方拟合优度检验问题：零假设为地衣在四个方位上均匀分布（各方位期望频数相等），通过比较观测频数与期望频数来判断分布是否均匀。这属于'分布检验'二级类目，即检验数据是否符合某种理论分布（此处为均匀分布）。
61,book4_r1\019.json,假设检验与区间估计\方差检验,,题目要求使用 F_max 检验（Hartley's F-max test）来检验三组样本的方差是否存在显著差异，这属于方差齐性检验，即比较多个总体方差是否相等的问题，直接对应'假设检验与区间估计'下的'方差检验'二级类目。
62,book4_r1\019.json,假设检验与区间估计\方差分析,,题目明确要求对三组车辆类型的NO2浓度数据进行单因素方差分析（one-way ANOVA），并填写ANOVA表（包括df、平方和、均方、F值和P值）。这正是'方差分析'二级类目的定义：分解组间/组内变异来源的问题，包括单因素ANOVA。
63,book4_r1\019.json,描述性统计量\集中趋势测度,,该问题要求计算每种车辆类型的NO2浓度的均值（集中趋势测度）和标准误（SE）。均值是典型的集中趋势测度，标准误是均值的标准差（即标准差/√n），本质上也是围绕均值估计精度的度量。虽然问题同时涉及分散程度（标准误），但核心任务是计算分组均值及其精度，最贴切的归类是集中趋势测度。
64,book4_r1\019.json,假设检验与区间估计\方差分析,,该问题有三组不同类型车辆的NO2浓度数据，要求进行多重比较检验（multiple comparison tests）来判断各组均值之间是否存在显著差异。这属于单因素方差分析（one-way ANOVA）及其事后多重比较（如Tukey HSD、Bonferroni等）的范畴，核心目的是分解组间/组内变异并进行两两均值比较，属于'方差分析'二级类目。
65,book4_r1\020.json,假设检验与区间估计\方差分析,,Kruskal-Wallis检验是非参数版本的单因素方差分析（one-way ANOVA），用于比较三个或以上独立组的中心位置是否存在显著差异。本题中三个年龄组的回收热情评分通过Kruskal-Wallis秩检验进行比较，其本质是分解组间/组内变异来源，属于'方差分析'这一二级类目的覆盖范围。虽然它是基于秩的非参数方法，但题目本身也明确称其为'one-way analysis of variance using ranks'，与方差分析类目高度契合。
67,book4_r1\021.json,假设检验与区间估计\方差分析,,该问题明确要求使用双因素方差分析（two-way ANOVA）来检验区域（Region）、位置（Location）两个因素的主效应以及它们的交互效应是否显著，需要填写完整的ANOVA表（自由度、平方和、均方、F值、P值）。这属于'假设检验与区间估计'一级类目下的'方差分析'二级类目，该类目定义明确包含'分解组间/组内变异来源的问题，包括单因素、双因素ANOVA等'，与本题完全吻合。
68,book4_r1\021.json,数据可视化\离散型-连续型变量关系,,该问题要求绘制不同分组（Region × Location，均为离散型变量）下连续型变量（arcsine-transformed forest loss）的均值和标准误的折线图（line plot of means and standard errors）。这本质上是展示连续变量在不同类别水平下的中心趋势与变异性差异，属于'离散型-连续型变量关系'的可视化，形式为误差线图/均值折线图，与该二级类目的定义（分组箱线图、分组小提琴图、分组密度图、误差线图等）完全吻合。
69,book4_r1\021.json,假设检验与区间估计\方差分析,,该问题涉及两个因素（Region: Central America vs South East Asia; Location: Mainland vs Island）对森林损失百分比的影响，数据结构为2×2因子设计，每个组合有5个观测值。问题要求进行多重比较检验（multiple comparison tests），这是方差分析（ANOVA）框架下的后续分析步骤。具体来说，这是一个双因素方差分析（two-way ANOVA），在发现显著效应后使用Tukey HSD等多重比较方法来确定哪些组间存在显著差异。数据已经过arcsine变换以满足正态性假设，且方差齐性已通过F_max检验验证。因此最合适的分类是'假设检验与区间估计\方差分析'。
70,book4_r1\022.json,假设检验与区间估计\方差分析,,该问题明确要求进行双因素方差分析（two-way ANOVA），将总变异分解为路线（Route）、区域（Region）和残差三个来源，检验不同输入路线和不同区域间氮含量是否存在显著差异。这完全符合'方差分析'二级类目的定义：'分解组间/组内变异来源的问题，包括单因素、双因素ANOVA等'。
71,book4_r1\022.json,假设检验与区间估计\独立性检验,,该问题给出一个2×5的列联表（Route: Rivers/Direct × Region: 5个区域），要求使用多重比较检验来分析结果。核心问题是检验氮输入的路径（河流vs直接排放）与区域之间是否存在关联/独立性。虽然提到了'multiple comparison tests'，但这是在列联表独立性检验（如卡方检验）发现显著后，对各区域进行事后两两比较以确定哪些区域的河流/直接排放比例存在显著差异。整体框架仍属于两个分类变量之间的独立性检验问题，因此最合适的标签是'假设检验与区间估计\独立性检验'。
72,book4_r1\023.json,假设检验与区间估计\方差分析,,该问题要求对数据进行双因素方差分析（two-way ANOVA），虽然使用的是基于秩的非参数版本（即秩变换后的双因素方差分析，类似于Scheirer-Ray-Hare检验），但其核心目的仍然是通过分解组间/组内变异来源，检验政党（party）、时间（timing）以及两者交互效应是否显著。这完全符合'方差分析'二级类目的定义：'分解组间/组内变异来源的问题，包括单因素、双因素ANOVA等'。
